Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
593,Joel Edmundson,29,MTL,D,8,0,1,1,-3,0,0.0,0,0,0,0,1,0,0,17,0.0,161,20:10,30,13,0,0,,edmunjo01
594,Jake Evans,26,MTL,C,18,0,1,1,-8,7,-0.6,0,0,0,0,1,0,0,20,0.0,249,13:51,15,1,111,94,54.1,evansja02
595,Casey Fitzgerald,25,BUF,D,12,0,1,1,-4,2,-0.1,0,0,0,0,1,0,0,8,0.0,159,13:17,1,18,0,0,,fitzgca01
596,Haydn Fleury,26,TBL,D,11,0,1,1,0,2,0.2,0,0,0,0,1,0,0,13,0.0,135,12:15,9,16,0,0,,fleurha01
597,Callan Foote,24,TBL,D,10,1,0,1,2,2,0.4,1,0,0,0,0,0,0,8,12.5,152,15:11,8,12,0,0,,footeca01
598,Dylan Gambrell,26,OTT,C,4,1,0,1,2,7,0.2,1,0,0,0,0,0,0,5,20.0,38,9:35,1,4,14,12,53.8,gambrdy01
599,Brendan Gaunce,28,CBJ,C,4,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,8,0.0,46,11:23,2,4,32,22,59.3,gauncbr01
600,Alex Goligoski,37,MIN,D,6,1,0,1,-4,0,0.0,1,0,0,1,0,0,0,8,12.5,81,13:27,4,2,0,0,,goligal01
601,Libor Hajek,24,NYR,D,9,1,0,1,0,2,0.4,1,0,0,0,0,0,0,9,11.1,122,13:35,6,12,0,0,,hajekli01
602,Scott Harrington,29,SJS,D,2,0,1,1,1,0,0.2,0,0,0,0,1,0,0,2,0.0,32,15:48,2,3,0,0,,harrisc01
603,Aleksi Heponiemi,24,FLA,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,21,10:29,1,0,1,0,100.0,heponal01
604,Pontus Holmberg,23,TOR,RW,4,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,38,9:30,1,3,9,18,33.3,holmbpo01
605,Alexander Holtz,21,NJD,RW,4,1,0,1,-2,2,0.0,0,1,0,0,0,0,0,6,16.7,42,10:35,1,2,0,0,,holtzal01
606,Dryden Hunt,27,TOT,LW,15,1,0,1,-2,8,-0.1,1,0,0,0,0,0,0,13,7.7,121,8:05,2,39,1,1,50.0,huntdr01
607,Mattias Janmark,30,EDM,C,4,0,1,1,1,2,0.0,0,0,0,0,1,0,0,4,0.0,55,13:51,3,2,2,0,100.0,janmama02
608,Reese Johnson,24,CHI,F,11,1,0,1,-1,2,0.0,1,0,0,0,0,0,0,11,9.1,120,10:56,3,27,16,11,59.3,johnsre01
609,Ross Johnston,28,NYI,LW,4,0,1,1,-1,9,0.0,0,0,0,0,1,0,0,2,0.0,34,8:31,1,8,1,0,100.0,johnsro02
610,Henri Jokiharju,23,BUF,D,7,0,1,1,0,6,0.2,0,0,0,0,1,0,0,5,0.0,121,17:18,8,6,0,0,,jokihhe01
611,Axel Jonsson Fjällby,24,WPG,LW,14,1,0,1,0,2,0.0,1,0,0,1,0,0,0,18,5.6,152,10:50,4,14,1,1,50.0,jonssax01
612,Zack Kassian,32,ARI,RW,8,1,0,1,-5,13,-0.1,1,0,0,0,0,0,0,8,12.5,89,11:10,1,13,0,2,0.0,kassiza01
613,Parker Kelly,23,OTT,F,16,0,1,1,-1,18,-0.2,0,0,0,0,1,0,0,9,0.0,129,8:05,3,33,2,3,40.0,kellypa01
614,Cole Koepke,24,TBL,LW,15,1,0,1,-4,0,-0.2,1,0,0,0,0,0,0,11,9.1,137,9:09,5,30,0,0,,koepkco01
615,Vitali Kravtsov,23,NYR,RW,6,0,1,1,2,2,0.1,0,0,0,0,1,0,0,3,0.0,52,8:45,2,5,0,2,0.0,kravtvi01
616,Jeremy Lauzon,25,NSH,D,14,0,1,1,-3,26,0.1,0,0,0,0,1,0,0,9,0.0,230,16:25,19,50,0,0,,lauzoje01
617,Curtis Lazar,27,VAN,C,8,1,0,1,3,2,0.1,1,0,0,0,0,0,0,6,16.7,94,11:43,8,24,10,14,41.7,lazarcu01
618,Gustav Lindstrom,24,DET,D,13,0,1,1,-5,6,-0.1,0,0,0,0,1,0,0,9,0.0,183,14:05,12,19,0,0,,lindsgu01
619,William Lockwood,24,VAN,RW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,10,10:18,2,2,0,0,,lockwwi01
620,Matt Luff,25,DET,RW,7,1,0,1,-1,0,0.0,1,0,0,0,0,0,0,5,20.0,59,8:26,3,7,0,1,0.0,luffma01
621,Ilya Lyubushkin,28,BUF,D,13,0,1,1,-1,14,0.2,0,0,0,0,1,0,0,8,0.0,200,15:21,19,26,0,0,,lyubuil01
622,Kurtis MacDermid,28,COL,D,8,0,1,1,-1,14,0.1,0,0,0,0,1,0,0,3,0.0,63,7:49,1,22,0,0,,macdeku01
623,Jacob MacDonald,29,COL,D,9,0,1,1,3,0,0.4,0,0,0,0,1,0,0,13,0.0,101,11:11,6,12,0,0,,macdoja02
624,Connor Mackey,26,CGY,D,5,0,1,1,-4,4,-0.1,0,0,0,0,1,0,0,4,0.0,53,10:30,4,6,0,0,,mackeco01
625,Mike Matheson,28,MTL,D,1,1,0,1,0,4,0.2,1,0,0,0,0,0,0,3,33.3,24,23:57,2,1,0,0,,mathemi01
626,Jonathon Merrill,30,MIN,D,14,0,1,1,-3,2,0.2,0,0,0,0,1,0,0,10,0.0,234,16:41,21,12,0,0,,merrijo01
627,Victor Mete,24,TOR,D,5,0,1,1,3,2,0.4,0,0,0,0,1,0,0,2,0.0,66,13:16,6,1,0,0,,metevi01
628,Ben Meyers,24,COL,F,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,24,7:53,0,3,0,1,0.0,meyerbe01
629,Niko Mikkola,26,STL,D,16,0,1,1,6,15,0.8,0,0,0,0,1,0,0,10,0.0,257,16:05,35,30,0,0,,mikkoni01
630,Connor Murphy,29,CHI,D,17,1,0,1,3,12,0.9,0,0,1,0,0,0,0,15,6.7,343,20:11,39,39,0,0,,murphco02
631,Jake Muzzin,33,TOR,D,4,0,1,1,0,2,0.2,0,0,0,0,1,0,0,8,0.0,67,16:43,10,11,0,0,,muzzija01
632,Jake Neighbours,20,STL,LW,11,1,0,1,-9,4,-0.3,1,0,0,0,0,0,0,12,8.3,136,12:20,2,11,2,3,40.0,neighja01
633,Lawrence Pilut,27,BUF,D,11,0,1,1,-2,0,0.1,0,0,0,0,1,0,0,11,0.0,150,13:41,14,4,0,0,,pilutla01
634,Tucker Poolman,29,VAN,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,3,0.0,42,13:58,2,2,0,0,,poolmtu01
635,Samuel Poulin,21,PIT,RW,3,0,1,1,-3,2,-0.1,0,0,0,0,0,1,0,2,0.0,30,9:58,1,3,8,9,47.1,poulisa01
636,Jack Rathbone,23,VAN,D,6,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,7,0.0,93,15:25,3,1,0,0,,rathbja01
637,Mike Reilly,29,BOS,D,10,0,1,1,0,2,0.2,0,0,0,0,1,0,0,12,0.0,167,16:44,10,21,0,0,,reillmi01
638,Kevin Rooney,29,CGY,C,13,0,1,1,-1,7,-0.1,0,0,0,0,1,0,0,11,0.0,113,8:41,10,18,35,44,44.3,rooneke01
639,Marco Rossi,21,MIN,C,16,0,1,1,-4,6,-0.3,0,0,0,0,1,0,0,11,0.0,199,12:26,7,4,56,67,45.5,rossima01
640,Chad Ruhwedel,32,PIT,D,6,0,1,1,0,4,0.1,0,0,0,0,1,0,0,2,0.0,80,13:17,7,10,0,0,,ruhwech01
641,Dylan Samberg,24,WPG,D,10,0,1,1,-1,2,0.3,0,0,0,0,1,0,0,9,0.0,147,14:41,22,13,0,0,,sambedy01
642,Devin Shore,28,EDM,C,16,0,1,1,1,0,-0.1,0,0,0,0,1,0,0,10,0.0,123,7:42,8,21,23,16,59.0,shorede01
643,Radim Simek,30,SJS,D,17,1,0,1,-8,8,0.0,1,0,0,0,0,0,0,19,5.3,250,14:43,27,28,0,0,,simekra01
644,Wayne Simmonds,34,TOR,RW,4,0,1,1,0,2,0.0,0,0,0,0,1,0,0,3,0.0,30,7:29,3,10,0,0,,simmowa01
645,Brendan Smith,33,NJD,D,18,0,1,1,0,23,0.2,0,0,0,0,1,0,0,16,0.0,239,13:17,13,34,0,0,,smithbr05
646,Joe Snively,27,WSH,F,5,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,9,0.0,60,11:56,2,2,1,0,100.0,snivejo01
647,Marc Staal,36,FLA,D,18,0,1,1,-7,4,-0.3,0,0,0,0,1,0,0,16,0.0,315,17:30,19,31,0,0,,staalma01
648,Troy Stecher,28,ARI,D,16,0,1,1,-7,10,0.1,0,0,0,0,1,0,0,19,0.0,283,17:42,18,17,0,0,,stechtr01
649,Derek Stepan,32,CAR,C,17,0,1,1,1,2,-0.1,0,0,0,0,1,0,0,31,0.0,162,9:33,6,8,68,59,53.5,stepade01
650,Chris Tanev,33,CGY,D,12,0,1,1,-3,2,0.1,0,0,0,0,1,0,0,12,0.0,240,19:58,30,11,0,0,,tanevch01
651,Alexey Toropchenko,23,STL,RW,12,1,0,1,-2,6,-0.1,1,0,0,0,0,0,0,16,6.3,130,10:51,2,32,0,0,,toropal01
652,Jake Walman,26,DET,D,3,1,0,1,4,0,0.5,1,0,0,0,0,0,0,4,25.0,43,14:26,4,4,0,0,,walmaja01
653,Shane Wright,19,SEA,C,7,0,1,1,4,2,0.1,0,0,0,0,1,0,0,1,0.0,57,8:06,5,1,7,16,30.4,wrighsh01
654,Nikita Zaitsev,31,OTT,D,7,0,1,1,-3,6,-0.1,0,0,0,0,1,0,0,2,0.0,107,15:14,10,18,0,0,,zaitsni01
655,Jakub Zboril,25,BOS,D,12,1,0,1,0,2,0.3,1,0,0,1,0,0,0,8,12.5,169,14:06,11,12,0,0,,zborija01
656,Alexander Alexeyev,23,WSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:48,0,1,0,0,,alexeal01
657,Jaret Anderson-Dolan,23,LAK,C,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,7,0.0,57,9:31,4,6,7,6,53.8,anderja01
658,Joel Armia,29,MTL,RW,7,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,13,0.0,103,14:39,3,2,1,2,33.3,armiajo01
659,Nicolas Aube-Kubel,26,TOT,RW,10,0,0,0,-1,9,-0.2,0,0,0,0,0,0,0,4,0.0,90,8:57,1,28,1,1,50.0,aubekni01
660,Kevin Bahl,22,NJD,D,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,31,10:27,6,3,0,0,,bahlke01
661,Adam Beckman,21,MIN,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,0.0,38,9:33,1,2,0,0,,beckmad01
662,Kieffer Bellows,24,TOT,LW,7,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0.0,75,10:40,2,17,1,4,20.0,belloki01
663,Anders Bjork,26,BUF,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,10,9:38,0,0,0,0,,bjorkan01
664,Anton Blidh,27,COL,LW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,18,6:03,1,7,0,0,,blidhan01
665,Zach Bogosian,32,TBL,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,16,15:58,0,7,0,0,,bogosza01
666,Adam Boqvist,22,CBJ,D,4,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,64,15:56,4,2,0,0,,boqviad01
667,Mark Borowiecki,33,NSH,D,4,0,0,0,0,12,0.0,0,0,0,0,0,0,0,1,0.0,40,9:56,1,5,0,0,,borowma01
668,Robert Bortuzzo,33,STL,D,10,0,0,0,0,9,0.1,0,0,0,0,0,0,0,5,0.0,121,12:03,6,11,0,0,,borturo01
669,Shane Bowers,23,COL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,2,1:46,0,0,0,2,0.0,bowersh01
670,Justin Braun,35,PHI,D,17,0,0,0,0,9,0.3,0,0,0,0,0,0,0,16,0.0,291,17:09,19,16,0,0,,braunju01
671,Connor Brown,29,WSH,RW,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,67,16:46,1,6,2,3,40.0,brownco02
672,Logan Brown,24,STL,C,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,46,9:15,2,5,4,14,22.2,brownlo01
673,Patrick Brown,30,PHI,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,29,14:26,4,8,6,8,42.9,brownpa02
674,Drake Caggiula,28,PIT,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,22,7:28,1,5,0,1,0.0,caggidr01
675,Kyle Capobianco,25,WPG,D,3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0.0,38,12:48,1,6,0,0,,capobky01
676,Lucas Carlsson,25,FLA,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,20,10:06,1,3,0,0,,carlslu01
677,Alexandre Carrier,26,NSH,D,16,0,0,0,-3,6,0.1,0,0,0,0,0,0,0,18,0.0,286,17:54,19,24,0,0,,carrial01
678,Jackson Cates,25,PHI,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,25,8:22,1,2,9,9,50.0,catesja01
679,Jalen Chatfield,26,CAR,D,18,0,0,0,-2,15,0.2,0,0,0,0,0,0,0,23,0.0,239,13:15,14,26,0,0,,chatfja01
680,Dylan Coghlan,24,CAR,D,6,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,10,0.0,85,14:08,3,7,0,0,,coghldy01
681,Laurent Dauphin,27,ARI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,8:28,0,0,4,1,80.0,dauphla01
682,Nick DeSimone,28,CGY,D,4,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,4,0.0,45,11:15,4,2,0,0,,desimni01
683,Jack Drury,22,CAR,C,6,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,8,0.0,62,10:16,2,2,21,10,67.7,druryja01
684,Jamie Drysdale,20,ANA,D,8,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,8,0.0,141,17:37,6,7,0,0,,drysdja01
685,Andreas Englund,27,COL,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,33,10:57,3,8,0,0,,engluan01
686,Michael Eyssimont,26,WPG,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,20,6:32,2,5,0,0,,eyssimi01
687,Cale Fleury,24,SEA,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,0.0,41,13:33,4,8,0,0,,fleurca01
688,Steven Fogarty,29,MIN,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,10:19,0,3,2,2,50.0,fogarst01
689,Gabriel Fortier,22,TBL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,8:25,0,1,0,0,,fortiga01
690,Jonah Gadjovich,24,SJS,LW,8,0,0,0,-2,18,-0.2,0,0,0,0,0,0,0,7,0.0,73,9:08,0,19,1,3,25.0,gadjojo01
691,Glenn Gawdin,25,ANA,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,29,9:36,3,4,8,14,36.4,gawdigl01
692,Dennis Gilbert,26,CGY,D,4,0,0,0,-2,10,-0.1,0,0,0,0,0,0,0,4,0.0,42,10:26,1,10,0,0,,gilbede01
693,Jordan Greenway,25,MIN,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,18,8:48,2,5,0,0,,greenjo02
694,Noah Gregor,24,SJS,C,6,0,0,0,-3,5,-0.2,0,0,0,0,0,0,0,7,0.0,65,10:51,4,5,0,1,0.0,gregono01
695,Filip Hallander,22,PIT,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,9:58,3,1,0,0,,hallafi01
696,Joel Hanley,31,DAL,D,5,0,0,0,3,6,0.2,0,0,0,0,0,0,0,4,0.0,50,10:04,5,3,0,0,,hanlejo01
697,Jansen Harkins,25,WPG,C,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,3,0.0,28,9:21,0,0,0,1,0.0,harkija01
698,Hayden Hodgson,26,PHI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,4:46,0,0,0,0,,hodgsha01
699,Ben Hutton,29,VEG,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,11:02,0,0,0,0,,huttobe01
700,Matt Irwin,35,WSH,D,11,0,0,0,1,10,0.2,0,0,0,0,0,0,0,15,0.0,133,12:07,12,35,0,0,,irwinma01
701,David Jiricek,19,CBJ,D,2,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,4,0.0,31,15:31,4,5,0,0,,jiricda01
702,Lucas Johansen,25,WSH,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,11:47,1,0,0,0,,johanlu01
703,Noah Juulsen,25,VAN,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,22,11:04,3,4,0,0,,juulsno01
704,Ondrej Kase,27,CAR,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,11:02,0,1,0,1,0.0,kaseon01
705,Boris Katchouk,24,CHI,LW,9,0,0,0,-1,6,-0.2,0,0,0,0,0,0,0,8,0.0,87,9:39,1,20,0,1,0.0,katchbo01
706,Matt Kiersted,24,FLA,D,10,0,0,0,1,4,0.1,0,0,0,0,0,0,0,9,0.0,106,10:35,2,10,0,0,,kiersma01
707,Klim Kostin,23,EDM,C,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,7,0.0,29,9:44,1,11,0,1,0.0,kostikl01
708,Filip Kral,23,TOR,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,20,9:58,1,2,0,0,,kralfi01
709,Maxime Lajoie,25,CAR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,13:51,0,0,0,0,,lajoima01
710,Jacob Larsson,25,OTT,D,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,2,0.0,24,11:49,1,2,0,0,,larssja01
711,Jake Leschyshyn,23,VEG,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,22,11:09,0,7,10,5,66.7,leschja01
712,Olle Lycksell,23,PHI,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,9:02,0,0,0,0,,lycksol01
713,Brad Malone,33,EDM,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,10,4:56,0,4,1,0,100.0,malonbr01
714,Mikhail Maltsev,24,COL,LW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,33,6:36,2,4,14,13,51.9,maltsmi01
715,Dysin Mayo,26,ARI,D,12,0,0,0,-7,6,-0.2,0,0,0,0,0,0,0,6,0.0,138,11:30,15,25,0,0,,mayody01
716,Connor McMichael,22,WSH,C,6,0,0,0,0,5,-0.1,0,0,0,0,0,0,0,2,0.0,53,8:52,3,2,2,1,66.7,mcmicco01
717,Jayson Megna,32,COL,C,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,43,6:07,2,11,19,17,52.8,megnaja01
718,Ian Mitchell,24,CHI,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,16,16:25,1,0,0,0,,mitchia01
719,Jacob Moverare,24,LAK,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,14,13:45,0,2,0,0,,moverja01
720,Markus Niemeläinen,24,EDM,D,13,0,0,0,1,4,0.1,0,0,0,0,0,0,0,7,0.0,129,9:58,8,41,0,0,,niemema01
721,Drew O'Connor,24,PIT,F,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,26,8:32,1,8,9,9,50.0,oconndr01
722,Jordan Oesterle,30,DET,D,8,0,0,0,7,2,0.6,0,0,0,0,0,0,0,8,0.0,114,14:17,9,7,0,0,,oestejo01
723,Gustav Olofsson,28,SEA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,10,10:14,0,0,0,0,,olofsgu01
724,Nic Petan,27,MIN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,14:02,2,0,0,0,,petanni01
725,Jacob Peterson,23,DAL,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,12:19,1,0,0,0,,peterja01
726,Michael Pezzetta,24,MTL,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,6,0.0,46,9:15,0,12,2,2,50.0,pezzemi01
727,Rem Pitlick,25,MTL,C,7,0,0,0,-2,8,-0.2,0,0,0,0,0,0,0,3,0.0,89,12:39,3,2,4,5,44.4,pitlire01
728,Sampo Ranta,22,COL,LW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,17,5:42,1,1,0,1,0.0,rantasa01
729,Ryan Reaves,36,NYR,RW,12,0,0,0,-5,12,-0.3,0,0,0,0,0,0,0,3,0.0,101,8:27,4,44,2,4,33.3,reavery01
730,Alec Regula,22,CHI,D,4,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,2,0.0,66,16:36,8,4,0,0,,regulal01
731,Dan Renouf,28,BOS,D,1,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0.0,12,11:34,2,1,0,0,,renouda01
732,Rasmus Ristolainen,28,PHI,D,11,0,0,0,-2,6,0.1,0,0,0,0,0,0,0,10,0.0,179,16:15,17,24,0,0,,ristora01
733,Buddy Robinson,31,CHI,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,11,11:03,0,3,0,0,,robinbu01
734,Mattias Samuelsson,22,BUF,D,5,0,0,0,6,2,0.5,0,0,0,0,0,0,0,7,0.0,98,19:36,11,11,0,0,,samuema02
735,Nick Schmaltz,26,ARI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,2,2:26,0,0,0,0,,schmani01
736,Riley Sheahan,31,BUF,C,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,0,,17,8:19,1,0,7,3,70.0,sheahri01
737,Givani Smith,24,DET,RW,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,20,9:57,1,4,0,0,,smithgi01
738,Nikita Soshnikov,29,NYI,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,30,9:56,0,8,0,1,0.0,soshnni01
739,Eric Staal,38,FLA,C,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,11,0.0,123,11:09,9,5,57,60,48.7,staaler01
740,Logan Stanley,24,WPG,D,5,0,0,0,0,6,0.1,0,0,0,0,0,0,0,3,0.0,74,14:48,6,15,0,0,,stanllo01
741,Riley Stillman,24,VAN,D,10,0,0,0,-6,12,-0.4,0,0,0,0,0,0,0,10,0.0,142,14:10,9,16,0,0,,stillri01
742,Anton Stralman,36,BOS,D,6,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,3,0.0,104,17:20,10,10,0,0,,stralan01
743,Austin Strand,25,ANA,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,5,0.0,50,12:36,3,4,0,0,,stranau01
744,Conor Timmins,24,ARI,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,17,8:34,0,0,0,0,,timmico01
745,Dominic Toninato,28,WPG,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,17,5:44,0,4,0,1,0.0,tonindo01
746,Tyler Tucker,22,STL,D,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,4,0.0,40,13:20,5,8,0,0,,tuckety01
747,Nathan Walker,28,STL,C,8,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,6,0.0,85,10:38,11,14,0,1,0.0,walkena01
748,Colton White,25,ANA,D,7,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,7,0.0,80,11:28,2,2,0,0,,whiteco03
749,Maxwell Willman,27,PHI,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,31,10:23,2,7,0,0,,willmma01
750,Filip Zadina,23,DET,RW,9,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,12,0.0,126,13:57,5,9,0,2,0.0,zadinfi01